NUMBER,UNIT_NAME,STATE,NPS REGION,NPCA REGION,COMMON NAME,SPECIES,TAXA,STATUS
219,Buffalo National River,AR,Midwest,Southeast,Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered
220,Buffalo National River,AR,Midwest,Southeast,Snuffbox mussel,Epioblasma triquetra,Clams and Mussels,Endangered
221,Buffalo National River,AR,Midwest,Southeast,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened 
222,Cabrillo National Monument,CA,Pacific West ,Pacific,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
223,Cabrillo National Monument,CA,Pacific West ,Pacific,Orcutt's spineflower,Chorizanthe orcuttiana,Flowering Plants,Endangered
224,Cabrillo National Monument,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
225,Canaveral National Seashore,FL,Southeast,Sun Coast,Anastasia Island beach mouse,Peromyscus polionotus phasma,Mammals,Endangered
226,Canaveral National Seashore,FL,Southeast,Sun Coast,Atlantic salt marsh snake,Nerodia clarkii taeniata,Reptiles,Threatened
227,Canaveral National Seashore,FL,Southeast,Sun Coast,Fragrant prickly-apple,Cereus eriophorus var. fragrans,Flowering Plants,Endangered
228,Canaveral National Seashore,FL,Southeast,Sun Coast,Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened; Candidate
229,Canaveral National Seashore,FL,Southeast,Sun Coast,Southeastern beach mouse,Peromyscus polionotus niveiventris,Mammals,Threatened
230,Canaveral National Seashore,FL,Southeast,Sun Coast,West Indian Manatee,Trichechus manatus,Mammals,Threatened
231,Canaveral National Seashore,FL,Southeast,Sun Coast,North Atlantic Right Whale,Eubalaena glacialis,Mammals,Endangered
232,Canaveral National Seashore,FL,Southeast,Sun Coast,American chaffseed,Schwalbea americana,Flowering Plants,Endangered
233,Canaveral National Seashore,FL,Southeast,Sun Coast,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
234,Canaveral National Seashore,FL,Southeast,Sun Coast,Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered; Threatened
235,Canaveral National Seashore,FL,Southeast,Sun Coast,Florida scrub-jay,Aphelocoma coerulescens,Birds,Threatened
236,Canaveral National Seashore,FL,Southeast,Sun Coast,Finback whale,Balaenoptera physalus,Mammals,Endangered
237,Canaveral National Seashore,FL,Southeast,Sun Coast,Lewton's polygala,Polygala lewtonii,Flowering Plants,Endangered
238,Canaveral National Seashore,FL,Southeast,Sun Coast,Okeechobee gourd,Cucurbita okeechobeensis ssp. okeechobeensis,Flowering Plants,Endangered
239,Canaveral National Seashore,FL,Southeast,Sun Coast,Audubon's crested caracara,Polyborus plancus audubonii,Birds,Threatened
240,Cane River Creole National Historical Park,LA,Southeast,Sun Coast ,Louisiana pine snake,Pituophis ruthveni,Reptiles,Threatened
241,Cane River Creole National Historical Park,LA,Southeast,Sun Coast ,Whooping crane,Grus americana,Birds,Endangered; Experimental
242,Canyon de Chelly National Monument,AZ,Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
243,Canyon de Chelly National Monument,AZ,Intermountain ,Southwest,Zuni bluehead Sucker,Catostomus discobolus yarrowi,Fishes,Endangered
244,Canyonlands National Park,UT,Intermountain,Southwest,Bonytail chub,Gila elegans,Fishes,Endangered
245,Canyonlands National Park,UT,Intermountain,Southwest,Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered
246,Canyonlands National Park,UT,Intermountain,Southwest,Humpback chub,Gila cypha,Fishes,Endangered
247,Canyonlands National Park,UT,Intermountain,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
248,Canyonlands National Park,UT,Intermountain,Southwest,Razorback sucker,Xyrauchen texanus,Fishes,Endangered
249,Canyonlands National Park,UT,Intermountain,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
250,Cape Cod National Seashore,MA,Northeast,Northeast,Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened
251,Cape Cod National Seashore,MA,Northeast,Northeast,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
252,Cape Cod National Seashore,MA,Northeast,Northeast,Roseate tern,Sterna dougallii dougallii,Birds,Endangered
253,Cape Cod National Seashore,MA,Northeast,Northeast,North Atlantic Right Whale,Eubalaena glacialis,Mammals,Endangered
254,Cape Cod National Seashore,MA,Northeast,Northeast,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
255,Cape Cod National Seashore,MA,Northeast,Northeast,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
256,Cape Cod National Seashore,MA,Northeast,Northeast,Blue whale,Balaenoptera musculus,Mammals,Endangered
257,Cape Cod National Seashore,MA,Northeast,Northeast,Finback whale,Balaenoptera physalus,Mammals,Endangered
258,Cape Cod National Seashore,MA,Northeast,Northeast,Sei whale,Balaenoptera borealis,Mammals,Endangered
259,Cape Hatteras National Seashore,NC,Southeast,Southeast,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Fishes,Threatened
260,Cape Hatteras National Seashore,NC,Southeast,Southeast,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
261,Cape Hatteras National Seashore,NC,Southeast,Southeast,Seabeach amaranth,Amaranthus pumilus,Flowering Plants,Threatened
262,Cape Hatteras National Seashore,NC,Southeast,Southeast,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
263,Cape Hatteras National Seashore,NC,Southeast,Southeast,Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered; Threatened
264,Cape Hatteras National Seashore,NC,Southeast,Southeast,Finback whale,Balaenoptera physalus,Mammals,Endangered
265,Cape Hatteras National Seashore,NC,Southeast,Southeast,Shortnose sturgeon,Acipenser brevirostrum,Fishes,Endangered
266,Cape Hatteras National Seashore,NC,Southeast,Southeast,Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered
267,Cape Krusenstern National Monument,AK,Alaska,Alaska,Beluga whale,Delphinapterus leucas,Mammals,Endangered
268,Cape Krusenstern National Monument,AK,Alaska,Alaska,Bowhead whale,Balaena mysticetus,Mammals,Endangered
269,Cape Krusenstern National Monument,AK,Alaska,Alaska,Polar bear,Ursus maritimus,Mammals,Threatened
270,Cape Krusenstern National Monument,AK,Alaska,Alaska,Spectacled eider,Somateria fischeri,Birds,Threatened
271,Cape Krusenstern National Monument,AK,Alaska,Alaska,Steller's Eider,Polysticta stelleri,Birds,Threatened
272,Cape Krusenstern National Monument,AK,Alaska,Alaska,Finback whale,Balaenoptera physalus,Mammals,Endangered
273,Cape Lookout National Seashore,NC,Southeast,Southeast,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
274,Cape Lookout National Seashore,NC,Southeast,Southeast,Red knot,Calidris canutus rufa,Birds,Threatened
275,Cape Lookout National Seashore,NC,Southeast,Southeast,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Fishes,Threatened
276,Cape Lookout National Seashore,NC,Southeast,Southeast,Finback whale,Balaenoptera physalus,Mammals,Endangered
277,Cape Lookout National Seashore,NC,Southeast,Southeast,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
278,Cape Lookout National Seashore,NC,Southeast,Southeast,Shortnose sturgeon,Acipenser brevirostrum,Fishes,Endangered
279,Cape Lookout National Seashore,NC,Southeast,Southeast,Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered
280,Capitol Reef National Park,UT,Intermountain,Southwest,Barneby reed-mustard,Schoenocrambe barnebyi,Flowering Plants,Endangered
281,Capitol Reef National Park,UT,Intermountain,Southwest,Jones Cycladenia,Cycladenia humilis var. jonesii,Flowering Plants,Threatened
282,Capitol Reef National Park,UT,Intermountain,Southwest,Last Chance townsendia,Townsendia aprica,Flowering Plants,Threatened
283,Capitol Reef National Park,UT,Intermountain,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
284,Capitol Reef National Park,UT,Intermountain,Southwest,Ute ladies'-tresses,Spiranthes diluvialis,Flowering Plants,Threatened
285,Capitol Reef National Park,UT,Intermountain,Southwest,Winkler cactus,Pediocactus winkleri,Flowering Plants,Threatened
286,Capitol Reef National Park,UT,Intermountain,Southwest,Wright fishhook cactus,Sclerocactus wrightiae,Flowering Plants,Endangered
287,Capitol Reef National Park,UT,Intermountain,Southwest,San Rafael cactus,Pediocactus despainii,Flowering Plants,Endangered
288,Carl Sandburg Home National Historic Site,NC,Southeast,Southeast,Bunched arrowhead,Sagittaria fasciculata,Flowering Plants,Endangered
289,Carl Sandburg Home National Historic Site,NC,Southeast,Southeast,Mountain sweet pitcher-plant,Sarracenia rubra ssp. jonesii,Flowering Plants,Endangered
290,Carl Sandburg Home National Historic Site,NC,Southeast,Southeast,White irisette,Sisyrinchium dichotomum,Flowering Plants,Endangered
291,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Lee pincushion cactus,Coryphantha sneedii var. leei,Flowering Plants,Threatened
292,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
293,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Sneed pincushion cactus,Coryphantha sneedii var. sneedii,Flowering Plants,Endangered
294,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered; Experimental
295,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Pecos gambusia,Gambusia nobilis,Fishes,Endangered
296,Carlsbad Caverns National Park,NM,Intermountain,Southwest,Texas Hornshell,Popenaias popeii,Clams and Mussels,Endangered
297,Casa Grande Ruins National Monument,AZ,Intermountain ,Southwest,Yuma clapper rail,Rallus longirostris yumanensis,Birds,Endangered
298,Castillo de San Marcos National Monument,FL,Southeast,Sun Coast,American chaffseed,Schwalbea americana,Flowering Plants,Endangered
299,Castillo de San Marcos National Monument,FL,Southeast,Sun Coast,Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened; Candidate
300,Cedar Creek and Belle Grove National Historical Park,VA,Northeast,Mid-Atlantic,Harperella,Ptilimnium nodosum,Flowering Plants,Endangered
301,Cedar Creek and Belle Grove National Historical Park,VA,Northeast,Mid-Atlantic,Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Mammals,Endangered
302,Cedar Creek and Belle Grove National Historical Park,VA,Northeast,Mid-Atlantic,Cumberland monkeyface (pearlymussel),Quadrula intermedia,Clams and Mussels,Endangered; Experimental
303,Cedar Creek and Belle Grove National Historical Park,VA,Northeast,Mid-Atlantic,Shiny pigtoe,Fusconaia cor,Clams and Mussels,Endangered; Experimental
304,Cedar Creek and Belle Grove National Historical Park,VA,Northeast,Mid-Atlantic,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened
305,Cesar E. Chavez National Monument,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
306,Chaco Culture National Historical Park,NM,Intermountain,Southwest,Knowlton's cactus,Pediocactus knowltonii,Flowering Plants,Endangered
307,Chamizal National Memorial,TX,Intermountain,Texas,Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered; Experimental
308,Channel Islands National Park,CA,Pacific West ,Pacific,Guadalupe fur seal,Arctocephalus townsendi,Mammals,Threatened
309,Channel Islands National Park,CA,Pacific West ,Pacific,Hoffmann's rock-cress,Arabis hoffmannii,Flowering Plants,Endangered
310,Channel Islands National Park,CA,Pacific West ,Pacific,Hoffmann's slender-flowered gilia,Gilia tenuiflora ssp. hoffmannii,Flowering Plants,Endangered
311,Channel Islands National Park,CA,Pacific West ,Pacific,Island Barberry,Berberis pinnata ssp. insularis,Flowering Plants,Endangered
312,Channel Islands National Park,CA,Pacific West ,Pacific,Island bedstraw,Galium buxifolium,Flowering Plants,Endangered
313,Channel Islands National Park,CA,Pacific West ,Pacific,Island malacothrix,Malacothrix squalida,Flowering Plants,Endangered
314,Channel Islands National Park,CA,Pacific West ,Pacific,Island phacelia,Phacelia insularis ssp. Insularis,Flowering Plants,Endangered
315,Channel Islands National Park,CA,Pacific West ,Pacific,Island rush-rose,Helianthemum greenei,Flowering Plants,Threatened
316,Channel Islands National Park,CA,Pacific West ,Pacific,San Clemente Island bush-mallow,Malacothamnus clementinus,Flowering Plants,Endangered
317,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Barbara Island liveforever,Dudleya traskiae,Flowering Plants,Endangered
318,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Cruz Island bush-mallow,Malacothamnus fasciculatus var. nesioticus,Flowering Plants,Endangered
319,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Cruz Island dudleya,Dudleya nesiotica,Flowering Plants,Threatened
320,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Cruz Island fringepod,Thysanocarpus conchuliferus,Flowering Plants,Endangered
321,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Cruz Island malacothrix,Malacothrix indecora,Flowering Plants,Endangered
322,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Cruz Island rockcress,Sibara filifolia,Flowering Plants,Endangered
323,Channel Islands National Park,CA,Pacific West ,Pacific,Santa Rosa Island manzanita,Arctostaphylos confertiflora,Flowering Plants,Endangered
324,Channel Islands National Park,CA,Pacific West ,Pacific,Soft-leaved paintbrush,Castilleja mollis,Flowering Plants,Endangered
325,Channel Islands National Park,CA,Pacific West ,Pacific,Southern sea otter,Enhydra lutris nereis,Mammals,Threatened
326,Channel Islands National Park,CA,Pacific West ,Pacific,Western snowy plover,Charadrius alexandrinus nivosus,Birds,Threatened
327,Channel Islands National Park,CA,Pacific West ,Pacific,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
328,Channel Islands National Park,CA,Pacific West ,Pacific,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
329,Channel Islands National Park,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
330,Channel Islands National Park,CA,Pacific West ,Pacific,Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered
331,Channel Islands National Park,CA,Pacific West ,Pacific,Oregon spotted frog,Rana pretiosa,Amphibians,Threatened
332,Charles Pinckney National Historic Site,SC,Southeast,Southeast,American chaffseed,Schwalbea americana,Flowering Plants,Endangered
333,Charles Pinckney National Historic Site,SC,Southeast,Southeast,Frosted Flatwoods salamander,Ambystoma cingulatum,Amphibians,Threatened
334,Charles Pinckney National Historic Site,SC,Southeast,Southeast,Kirtland's Warbler,Setophaga kirtlandii (= Dendroica kirtlandii),Birds,Endangered
335,Charles Pinckney National Historic Site,SC,Southeast,Southeast,Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered
336,Charles Pinckney National Historic Site,SC,Southeast,Southeast,Pondberry,Lindera melissifolia,Flowering Plants,Endangered
337,Chattahoochee River National Recreation Area,GA,Southeast,Southeast,White fringeless orchid,Platanthera integrilabia,Flowering Plants,Threatened
338,Chesapeake and Ohio Canal National Historical Park,DC,National Capital,Mid-Atlantic ,Cumberland monkeyface (pearlymussel),Quadrula intermedia,Clams and Mussels,Endangered; Experimental
339,Chesapeake and Ohio Canal National Historical Park,DC,National Capital,Mid-Atlantic ,Harperella,Ptilimnium nodosum,Flowering Plants,Endangered
340,Chesapeake and Ohio Canal National Historical Park,DC,National Capital,Mid-Atlantic ,Dwarf wedgemussel,Alasmidonta heterodon,Clams and Mussels,Endangered
341,Chesapeake and Ohio Canal National Historical Park,DC,National Capital,Mid-Atlantic ,Shiny pigtoe,Fusconaia cor,Clams and Mussels,Endangered; Experimental
342,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Cumberland monkeyface (pearlymussel),Quadrula intermedia,Clams and Mussels,Endangered; Experimental
343,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Large-flowered skullcap,Scutellaria montana,Flowering Plants,Threatened
344,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Dromedary pearlymussel,Dromus dromas,Clams and Mussels,Endangered
345,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Orangefoot pimpleback (pearlymussel),Plethobasus cooperianus,Clams and Mussels,Endangered
346,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Pink mucket (pearlymussel),Lampsilis abrupta,Clams and Mussels,Endangered
347,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Virginia spiraea,Spiraea virginiana,Flowering Plants,Threatened
348,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
349,Chickamauga and Chattanooga National Military Park,GA,Southeast,Southeast,Rough pigtoe,Pleurobema plenum,Clams and Mussels,Endangered
350,Chickasaw National Recreation Area,OK,Intermountain,Texas,Whooping crane,Grus americana,Birds,Endangered; Experimental
351,Chickasaw National Recreation Area,OK,Intermountain,Texas,American burying beetle,Nicrophorus americanus,Insects,Endangered; Experimental
